Order_ID,Order_Date,Ship_Date,Ship_Mode,Customer_ID,Customer_Name,Segment,Country,City,State,Postal_Code,Region,Product_ID,Product_Name,Category,Sub_Category,Sales,Quantity,Discount,Profit,profit_pred,residuals
CA-2016-156503,2016-10-14,2016-10-20,Standard Class,NC-18415,Nathan Cano,Consumer,United States,Jacksonville,North Carolina,28540,South,FUR-CH-10003606,SAFCO Folding Chair Trolley,Furniture,Chairs,102.592,1,0.2,10.2592,7.9634239999999945,22.236665571727343
CA-2016-156503,2016-10-14,2016-10-20,Standard Class,NC-18415,Nathan Cano,Consumer,United States,Houston,Texas,77095,Central,FUR-CH-10003606,SAFCO Folding Chair Trolley,Furniture,Chairs,102.592,1,0.2,10.2592,7.9634239999999945,22.236665571727343
CA-2014-138317,2014-06-21,2014-06-25,Standard Class,NW-18400,Natalie Webber,Consumer,United States,New York City,New York,10024,East,FUR-FU-10000550,Stacking Trays by OIC,Furniture,Furnishings,3.984,1,0.2,0.6474,0.6539759999999991,18.321425562999128
CA-2014-138317,2014-06-21,2014-06-25,Standard Class,NW-18400,Natalie Webber,Consumer,United States,Philadelphia,Pennsylvania,19120,East,FUR-FU-10000550,Stacking Trays by OIC,Furniture,Furnishings,3.984,1,0.2,0.6474,0.6539759999999991,18.321425562999128
CA-2014-138317,2014-06-21,2014-06-25,Standard Class,NW-18400,Natalie Webber,Consumer,United States,Mobile,Alabama,36608,South,FUR-FU-10000550,Stacking Trays by OIC,Furniture,Furnishings,3.984,1,0.2,0.6474,0.6539759999999991,18.321425562999128
CA-2014-138317,2014-06-21,2014-06-25,Standard Class,NW-18400,Natalie Webber,Consumer,United States,Las Vegas,Nevada,89115,West,FUR-FU-10000550,Stacking Trays by OIC,Furniture,Furnishings,3.984,1,0.2,0.6474,0.6539759999999991,18.321425562999128
CA-2016-142902,2016-09-12,2016-09-14,Second Class,BP-11185,Ben Peterman,Corporate,United States,Chicago,Illinois,60623,Central,FUR-FU-10001756,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",Furniture,Furnishings,15.232,1,0.2,1.7136,2.0598420000000037,18.737831359873375
CA-2016-142902,2016-09-12,2016-09-14,Second Class,BP-11185,Ben Peterman,Corporate,United States,Dallas,Texas,75081,Central,FUR-FU-10001756,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",Furniture,Furnishings,15.232,1,0.2,1.7136,2.0598420000000037,18.737831359873375
CA-2016-142902,2016-09-12,2016-09-14,Second Class,BP-11185,Ben Peterman,Corporate,United States,Arvada,Colorado,80004,West,FUR-FU-10001756,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",Furniture,Furnishings,15.232,1,0.2,1.7136,2.0598420000000037,18.737831359873375
CA-2016-142902,2016-09-12,2016-09-14,Second Class,BP-11185,Ben Peterman,Corporate,United States,Anaheim,California,92804,West,FUR-FU-10001756,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",Furniture,Furnishings,15.232,1,0.2,1.7136,2.0598420000000037,18.737831359873375
CA-2016-167507,2016-12-22,2016-12-28,Standard Class,SA-20830,Sue Ann Reed,Consumer,United States,Richmond,Virginia,23223,South,FUR-FU-10002878,"Seth Thomas 14"" Day/Date Wall Clock",Furniture,Furnishings,22.784,1,0.2,4.8416,4.840847999999986,21.429554170861472
CA-2016-167507,2016-12-22,2016-12-28,Standard Class,SA-20830,Sue Ann Reed,Consumer,United States,Daytona Beach,Florida,32114,South,FUR-FU-10002878,"Seth Thomas 14"" Day/Date Wall Clock",Furniture,Furnishings,22.784,1,0.2,4.8416,4.840847999999986,21.429554170861472
CA-2016-167507,2016-12-22,2016-12-28,Standard Class,SA-20830,Sue Ann Reed,Consumer,United States,Fresno,California,93727,West,FUR-FU-10002878,"Seth Thomas 14"" Day/Date Wall Clock",Furniture,Furnishings,22.784,1,0.2,4.8416,4.840847999999986,21.429554170861472
CA-2016-167507,2016-12-22,2016-12-28,Standard Class,SA-20830,Sue Ann Reed,Consumer,United States,Redmond,Oregon,97756,West,FUR-FU-10002878,"Seth Thomas 14"" Day/Date Wall Clock",Furniture,Furnishings,22.784,1,0.2,4.8416,4.840847999999986,21.429554170861472
CA-2017-118017,2017-12-03,2017-12-06,Second Class,LC-16870,Lena Cacioppo,Consumer,United States,Richmond,Virginia,23223,South,FUR-FU-10004053,DAX Two-Tone Silver Metal Document Frame,Furniture,Furnishings,16.192,1,0.2,4.6552,4.655199999999992,21.623972395168465
CA-2017-118017,2017-12-03,2017-12-06,Second Class,LC-16870,Lena Cacioppo,Consumer,United States,Chicago,Illinois,60623,Central,FUR-FU-10004053,DAX Two-Tone Silver Metal Document Frame,Furniture,Furnishings,16.192,1,0.2,4.6552,4.655199999999992,21.623972395168465
CA-2017-118017,2017-12-03,2017-12-06,Second Class,LC-16870,Lena Cacioppo,Consumer,United States,Aurora,Colorado,80013,West,FUR-FU-10004053,DAX Two-Tone Silver Metal Document Frame,Furniture,Furnishings,16.192,1,0.2,4.6552,4.655199999999992,21.623972395168465
CA-2017-118017,2017-12-03,2017-12-06,Second Class,LC-16870,Lena Cacioppo,Consumer,United States,Thornton,Colorado,80229,West,FUR-FU-10004053,DAX Two-Tone Silver Metal Document Frame,Furniture,Furnishings,16.192,1,0.2,4.6552,4.655199999999992,21.623972395168465
CA-2017-116127,2017-06-25,2017-06-27,Second Class,SB-20185,Sarah Brown,Consumer,United States,New York City,New York,10024,East,FUR-BO-10002213,"Sauder Forest Hills Library, Woodland Oak Finish",Furniture,Bookcases,400.784,1,0.2,-5.0098,-4.058314999999997,-10.258813181693428
CA-2017-116127,2017-06-25,2017-06-27,Second Class,SB-20185,Sarah Brown,Consumer,United States,New York City,New York,10024,East,FUR-BO-10002213,DMI Eclipse Executive Suite Bookcases,Furniture,Bookcases,400.784,1,0.2,-5.0098,-4.058314999999997,-10.258813181693428
CA-2017-116127,2017-06-25,2017-06-27,Second Class,SB-20185,Sarah Brown,Consumer,United States,Chicago,Illinois,60653,Central,FUR-BO-10002213,"Sauder Forest Hills Library, Woodland Oak Finish",Furniture,Bookcases,400.784,1,0.2,-5.0098,-4.058314999999997,-10.258813181693428
CA-2017-116127,2017-06-25,2017-06-27,Second Class,SB-20185,Sarah Brown,Consumer,United States,Chicago,Illinois,60653,Central,FUR-BO-10002213,DMI Eclipse Executive Suite Bookcases,Furniture,Bookcases,400.784,1,0.2,-5.0098,-4.058314999999997,-10.258813181693428
CA-2015-168564,2015-08-08,2015-08-08,Same Day,TT-21220,Thomas Thornton,Consumer,United States,San Francisco,California,94109,West,FUR-CH-10000785,Global Ergonomic Managers Chair,Furniture,Chairs,144.784,1,0.2,10.8588,3.4219319999999938,20.398844072946936
CA-2015-167010,2015-04-05,2015-04-10,Standard Class,VT-21700,Valerie Takahito,Home Office,United States,Philadelphia,Pennsylvania,19143,East,FUR-FU-10001037,"DAX Charcoal/Nickel-Tone Document Frame, 5 x 7",Furniture,Furnishings,7.584,1,0.2,2.37,1.7787460000000013,19.836054445355746
US-2017-162558,2017-10-02,2017-10-05,First Class,Dp-13240,Dean percer,Home Office,United States,Philadelphia,Pennsylvania,19143,East,FUR-FU-10004864,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",Furniture,Furnishings,9.656,1,0.2,1.5691,1.5837470000000005,18.915455513200996
US-2017-162558,2017-10-02,2017-10-05,First Class,Dp-13240,Dean percer,Home Office,United States,Philadelphia,Pennsylvania,19143,East,FUR-FU-10004864,Eldon 500 Class Desk Accessories,Furniture,Furnishings,9.656,1,0.2,1.5691,1.5837470000000005,18.915455513200996
US-2017-162558,2017-10-02,2017-10-05,First Class,Dp-13240,Dean percer,Home Office,United States,Charlotte,North Carolina,28205,South,FUR-FU-10004864,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",Furniture,Furnishings,9.656,1,0.2,1.5691,1.5837470000000005,18.915455513200996
US-2017-162558,2017-10-02,2017-10-05,First Class,Dp-13240,Dean percer,Home Office,United States,Charlotte,North Carolina,28205,South,FUR-FU-10004864,Eldon 500 Class Desk Accessories,Furniture,Furnishings,9.656,1,0.2,1.5691,1.5837470000000005,18.915455513200996
US-2017-162558,2017-10-02,2017-10-05,First Class,Dp-13240,Dean percer,Home Office,United States,Knoxville,Tennessee,37918,South,FUR-FU-10004864,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",Furniture,Furnishings,9.656,1,0.2,1.5691,1.5837470000000005,18.915455513200996
US-2017-162558,2017-10-02,2017-10-05,First Class,Dp-13240,Dean percer,Home Office,United States,Knoxville,Tennessee,37918,South,FUR-FU-10004864,Eldon 500 Class Desk Accessories,Furniture,Furnishings,9.656,1,0.2,1.5691,1.5837470000000005,18.915455513200996
US-2017-162558,2017-10-02,2017-10-05,First Class,Dp-13240,Dean percer,Home Office,United States,Seattle,Washington,98115,West,FUR-FU-10004864,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",Furniture,Furnishings,9.656,1,0.2,1.5691,1.5837470000000005,18.915455513200996
US-2017-162558,2017-10-02,2017-10-05,First Class,Dp-13240,Dean percer,Home Office,United States,Seattle,Washington,98115,West,FUR-FU-10004864,Eldon 500 Class Desk Accessories,Furniture,Furnishings,9.656,1,0.2,1.5691,1.5837470000000005,18.915455513200996
CA-2014-156587,2014-03-07,2014-03-08,First Class,AB-10015,Aaron Bergman,Consumer,United States,Oklahoma City,Oklahoma,73120,Central,FUR-CH-10004477,"Global Push Button Manager's Chair, Indigo",Furniture,Chairs,48.712,1,0.2,5.4801,5.232851999999996,20.57019996578994
CA-2014-156587,2014-03-07,2014-03-08,First Class,AB-10015,Aaron Bergman,Consumer,United States,Seattle,Washington,98103,West,FUR-CH-10004477,"Global Push Button Manager's Chair, Indigo",Furniture,Chairs,48.712,1,0.2,5.4801,5.232851999999996,20.57019996578994
CA-2016-153101,2016-09-08,2016-09-08,Same Day,PJ-19015,Pauline Johnson,Consumer,United States,New York City,New York,10024,East,FUR-TA-10003008,"Lesro Round Back Collection Coffee Table, End Table",Furniture,Tables,146.04,1,0.2,-12.7785,-11.816049999999992,-3.311014739208643
CA-2016-153101,2016-09-08,2016-09-08,Same Day,PJ-19015,Pauline Johnson,Consumer,United States,Mobile,Alabama,36608,South,FUR-TA-10003008,"Lesro Round Back Collection Coffee Table, End Table",Furniture,Tables,146.04,1,0.2,-12.7785,-11.816049999999992,-3.311014739208643
CA-2016-153101,2016-09-08,2016-09-08,Same Day,PJ-19015,Pauline Johnson,Consumer,United States,Santa Ana,California,92704,West,FUR-TA-10003008,"Lesro Round Back Collection Coffee Table, End Table",Furniture,Tables,146.04,1,0.2,-12.7785,-11.816049999999992,-3.311014739208643
CA-2017-127096,2017-09-15,2017-09-17,Second Class,CS-12400,Christopher Schild,Home Office,United States,Tampa,Florida,33614,South,FUR-TA-10003473,Bretford Rectangular Conference Table Tops,Furniture,Tables,300.904,1,0.2,11.2839,11.755951,11.80492993781235
CA-2017-127096,2017-09-15,2017-09-17,Second Class,CS-12400,Christopher Schild,Home Office,United States,San Francisco,California,94109,West,FUR-TA-10003473,Bretford Rectangular Conference Table Tops,Furniture,Tables,300.904,1,0.2,11.2839,11.755951,11.80492993781235
CA-2014-105270,2014-11-11,2014-11-18,Standard Class,AP-10915,Arthur Prichep,Consumer,United States,Henderson,Kentucky,42420,South,FUR-CH-10000988,Hon Olson Stacker Stools,Furniture,Chairs,112.648,1,0.2,11.2648,11.264800000000005,22.661332916443506
CA-2014-105270,2014-11-11,2014-11-18,Standard Class,AP-10915,Arthur Prichep,Consumer,United States,Denver,Colorado,80219,West,FUR-CH-10000988,Hon Olson Stacker Stools,Furniture,Chairs,112.648,1,0.2,11.2648,11.264800000000005,22.661332916443506
CA-2014-105270,2014-11-11,2014-11-18,Standard Class,AP-10915,Arthur Prichep,Consumer,United States,Fort Collins,Colorado,80525,West,FUR-CH-10000988,Hon Olson Stacker Stools,Furniture,Chairs,112.648,1,0.2,11.2648,11.264800000000005,22.661332916443506
CA-2014-105270,2014-11-11,2014-11-18,Standard Class,AP-10915,Arthur Prichep,Consumer,United States,Los Angeles,California,90008,West,FUR-CH-10000988,Hon Olson Stacker Stools,Furniture,Chairs,112.648,1,0.2,11.2648,11.264800000000005,22.661332916443506
CA-2014-105270,2014-11-11,2014-11-18,Standard Class,AP-10915,Arthur Prichep,Consumer,United States,Los Angeles,California,90045,West,FUR-CH-10000988,Hon Olson Stacker Stools,Furniture,Chairs,112.648,1,0.2,11.2648,11.264800000000005,22.661332916443506
CA-2015-128860,2015-06-29,2015-07-05,Standard Class,SC-20725,Steven Cartwright,Consumer,United States,Lancaster,Pennsylvania,17602,East,FUR-FU-10001473,DAX Wood Document Frame,Furniture,Furnishings,20.104,1,0.2,1.7591,1.7590999999999992,18.50187711399599
CA-2015-128860,2015-06-29,2015-07-05,Standard Class,SC-20725,Steven Cartwright,Consumer,United States,Lancaster,Pennsylvania,17602,East,FUR-FU-10001473,"Eldon Executive Woodline II Desk Accessories, Mahogany",Furniture,Furnishings,20.104,1,0.2,1.7591,1.7590999999999992,18.50187711399599
CA-2015-128860,2015-06-29,2015-07-05,Standard Class,SC-20725,Steven Cartwright,Consumer,United States,Wilmington,Delaware,19805,East,FUR-FU-10001473,DAX Wood Document Frame,Furniture,Furnishings,20.104,1,0.2,1.7591,1.7590999999999992,18.50187711399599
CA-2015-128860,2015-06-29,2015-07-05,Standard Class,SC-20725,Steven Cartwright,Consumer,United States,Wilmington,Delaware,19805,East,FUR-FU-10001473,"Eldon Executive Woodline II Desk Accessories, Mahogany",Furniture,Furnishings,20.104,1,0.2,1.7591,1.7590999999999992,18.50187711399599
CA-2015-128860,2015-06-29,2015-07-05,Standard Class,SC-20725,Steven Cartwright,Consumer,United States,Houston,Texas,77070,Central,FUR-FU-10001473,DAX Wood Document Frame,Furniture,Furnishings,20.104,1,0.2,1.7591,1.7590999999999992,18.50187711399599
CA-2015-128860,2015-06-29,2015-07-05,Standard Class,SC-20725,Steven Cartwright,Consumer,United States,Houston,Texas,77070,Central,FUR-FU-10001473,"Eldon Executive Woodline II Desk Accessories, Mahogany",Furniture,Furnishings,20.104,1,0.2,1.7591,1.7590999999999992,18.50187711399599
CA-2015-128860,2015-06-29,2015-07-05,Standard Class,SC-20725,Steven Cartwright,Consumer,United States,Los Angeles,California,90036,West,FUR-FU-10001473,DAX Wood Document Frame,Furniture,Furnishings,20.104,1,0.2,1.7591,1.7590999999999992,18.50187711399599
CA-2015-128860,2015-06-29,2015-07-05,Standard Class,SC-20725,Steven Cartwright,Consumer,United States,Los Angeles,California,90036,West,FUR-FU-10001473,"Eldon Executive Woodline II Desk Accessories, Mahogany",Furniture,Furnishings,20.104,1,0.2,1.7591,1.7590999999999992,18.50187711399599
CA-2015-128860,2015-06-29,2015-07-05,Standard Class,SC-20725,Steven Cartwright,Consumer,United States,Seattle,Washington,98115,West,FUR-FU-10001473,DAX Wood Document Frame,Furniture,Furnishings,20.104,1,0.2,1.7591,1.7590999999999992,18.50187711399599
CA-2015-128860,2015-06-29,2015-07-05,Standard Class,SC-20725,Steven Cartwright,Consumer,United States,Seattle,Washington,98115,West,FUR-FU-10001473,"Eldon Executive Woodline II Desk Accessories, Mahogany",Furniture,Furnishings,20.104,1,0.2,1.7591,1.7590999999999992,18.50187711399599
CA-2017-115105,2017-02-06,2017-02-11,Standard Class,BD-11770,Bryan Davis,Consumer,United States,New York City,New York,10024,East,FUR-BO-10001811,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",Furniture,Bookcases,240.784,1,0.2,30.098,26.09646399999997,34.0921476024568
CA-2016-141019,2016-05-14,2016-05-14,Same Day,LH-17155,Logan Haushalter,Consumer,United States,Cincinnati,Ohio,45231,East,FUR-FU-10002937,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",Furniture,Furnishings,79.384,1,0.2,29.769,29.432445999999935,43.087186043468336
CA-2016-141019,2016-05-14,2016-05-14,Same Day,LH-17155,Logan Haushalter,Consumer,United States,Los Angeles,California,90032,West,FUR-FU-10002937,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",Furniture,Furnishings,79.384,1,0.2,29.769,29.432445999999935,43.087186043468336
CA-2016-141019,2016-05-14,2016-05-14,Same Day,LH-17155,Logan Haushalter,Consumer,United States,San Francisco,California,94109,West,FUR-FU-10002937,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",Furniture,Furnishings,79.384,1,0.2,29.769,29.432445999999935,43.087186043468336
CA-2016-141019,2016-05-14,2016-05-14,Same Day,LH-17155,Logan Haushalter,Consumer,United States,Oakland,California,94601,West,FUR-FU-10002937,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",Furniture,Furnishings,79.384,1,0.2,29.769,29.432445999999935,43.087186043468336
CA-2016-141019,2016-05-14,2016-05-14,Same Day,LH-17155,Logan Haushalter,Consumer,United States,San Jose,California,95123,West,FUR-FU-10002937,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",Furniture,Furnishings,79.384,1,0.2,29.769,29.432445999999935,43.087186043468336
CA-2014-103310,2014-05-10,2014-05-15,Standard Class,GM-14680,Greg Matthias,Consumer,United States,New York City,New York,10011,East,FUR-CH-10002320,Hon Pagoda Stacking Chairs,Furniture,Chairs,256.784,1,0.2,32.098,31.485947999999965,35.16783152404177
CA-2014-103310,2014-05-10,2014-05-15,Standard Class,GM-14680,Greg Matthias,Consumer,United States,New York City,New York,10024,East,FUR-CH-10002320,Hon Pagoda Stacking Chairs,Furniture,Chairs,256.784,1,0.2,32.098,31.485947999999965,35.16783152404177
CA-2014-103310,2014-05-10,2014-05-15,Standard Class,GM-14680,Greg Matthias,Consumer,United States,San Jose,California,95123,West,FUR-CH-10002320,Hon Pagoda Stacking Chairs,Furniture,Chairs,256.784,1,0.2,32.098,31.485947999999965,35.16783152404177
CA-2014-103310,2014-05-10,2014-05-15,Standard Class,GM-14680,Greg Matthias,Consumer,United States,Seattle,Washington,98105,West,FUR-CH-10002320,Hon Pagoda Stacking Chairs,Furniture,Chairs,256.784,1,0.2,32.098,31.485947999999965,35.16783152404177
CA-2016-163328,2016-11-04,2016-11-06,Second Class,TP-21565,Tracy Poddar,Corporate,United States,Grand Prairie,Texas,75051,Central,FUR-CH-10003298,"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",Furniture,Chairs,104.784,1,0.2,-14.4078,-5.212266000000003,-2.5569657310155147
CA-2016-163328,2016-11-04,2016-11-06,Second Class,TP-21565,Tracy Poddar,Corporate,United States,Eugene,Oregon,97405,West,FUR-CH-10003298,"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",Furniture,Chairs,104.784,1,0.2,-14.4078,-5.212266000000003,-2.5569657310155147
CA-2016-149314,2016-07-02,2016-07-07,Second Class,GB-14530,George Bell,Corporate,United States,Philadelphia,Pennsylvania,19120,East,FUR-CH-10002126,Hon Deluxe Fabric Upholstered Stacking Chairs,Furniture,Chairs,195.184,1,0.2,19.5184,19.273482999999974,26.14684842593961
CA-2016-149314,2016-07-02,2016-07-07,Second Class,GB-14530,George Bell,Corporate,United States,Dover,Delaware,19901,East,FUR-CH-10002126,Hon Deluxe Fabric Upholstered Stacking Chairs,Furniture,Chairs,195.184,1,0.2,19.5184,19.273482999999974,26.14684842593961
CA-2016-149314,2016-07-02,2016-07-07,Second Class,GB-14530,George Bell,Corporate,United States,Monroe,North Carolina,28110,South,FUR-CH-10002126,Hon Deluxe Fabric Upholstered Stacking Chairs,Furniture,Chairs,195.184,1,0.2,19.5184,19.273482999999974,26.14684842593961
CA-2016-149314,2016-07-02,2016-07-07,Second Class,GB-14530,George Bell,Corporate,United States,Florence,South Carolina,29501,South,FUR-CH-10002126,Hon Deluxe Fabric Upholstered Stacking Chairs,Furniture,Chairs,195.184,1,0.2,19.5184,19.273482999999974,26.14684842593961
CA-2016-149314,2016-07-02,2016-07-07,Second Class,GB-14530,George Bell,Corporate,United States,Aurora,Colorado,80013,West,FUR-CH-10002126,Hon Deluxe Fabric Upholstered Stacking Chairs,Furniture,Chairs,195.184,1,0.2,19.5184,19.273482999999974,26.14684842593961
CA-2016-149314,2016-07-02,2016-07-07,Second Class,GB-14530,George Bell,Corporate,United States,Los Angeles,California,90004,West,FUR-CH-10002126,Hon Deluxe Fabric Upholstered Stacking Chairs,Furniture,Chairs,195.184,1,0.2,19.5184,19.273482999999974,26.14684842593961
CA-2016-149314,2016-07-02,2016-07-07,Second Class,GB-14530,George Bell,Corporate,United States,Los Angeles,California,90049,West,FUR-CH-10002126,Hon Deluxe Fabric Upholstered Stacking Chairs,Furniture,Chairs,195.184,1,0.2,19.5184,19.273482999999974,26.14684842593961
CA-2015-108259,2015-11-08,2015-11-15,Standard Class,NS-18640,Noel Staavos,Corporate,United States,New York City,New York,10009,East,FUR-FU-10000023,Eldon Wave Desk Accessories,Furniture,Furnishings,4.712,1,0.2,1.4136,1.3982760000000016,19.04556918143125
CA-2015-108259,2015-11-08,2015-11-15,Standard Class,NS-18640,Noel Staavos,Corporate,United States,Jacksonville,North Carolina,28540,South,FUR-FU-10000023,Eldon Wave Desk Accessories,Furniture,Furnishings,4.712,1,0.2,1.4136,1.3982760000000016,19.04556918143125
CA-2015-108259,2015-11-08,2015-11-15,Standard Class,NS-18640,Noel Staavos,Corporate,United States,Columbus,Ohio,43229,East,FUR-FU-10000023,Eldon Wave Desk Accessories,Furniture,Furnishings,4.712,1,0.2,1.4136,1.3982760000000016,19.04556918143125
CA-2015-108259,2015-11-08,2015-11-15,Standard Class,NS-18640,Noel Staavos,Corporate,United States,Houston,Texas,77041,Central,FUR-FU-10000023,Eldon Wave Desk Accessories,Furniture,Furnishings,4.712,1,0.2,1.4136,1.3982760000000016,19.04556918143125
CA-2015-108259,2015-11-08,2015-11-15,Standard Class,NS-18640,Noel Staavos,Corporate,United States,Los Angeles,California,90049,West,FUR-FU-10000023,Eldon Wave Desk Accessories,Furniture,Furnishings,4.712,1,0.2,1.4136,1.3982760000000016,19.04556918143125
CA-2015-108259,2015-11-08,2015-11-15,Standard Class,NS-18640,Noel Staavos,Corporate,United States,San Francisco,California,94109,West,FUR-FU-10000023,Eldon Wave Desk Accessories,Furniture,Furnishings,4.712,1,0.2,1.4136,1.3982760000000016,19.04556918143125
CA-2015-102848,2015-11-07,2015-11-09,Second Class,KB-16240,Karen Bern,Corporate,United States,Chattanooga,Tennessee,37421,South,FUR-CH-10000595,Safco Contoured Stacking Chairs,Furniture,Chairs,190.72,1,0.2,11.92,11.903831999999992,18.806332611817403
CA-2015-102848,2015-11-07,2015-11-09,Second Class,KB-16240,Karen Bern,Corporate,United States,Saint Cloud,Minnesota,56301,Central,FUR-CH-10000595,Safco Contoured Stacking Chairs,Furniture,Chairs,190.72,1,0.2,11.92,11.903831999999992,18.806332611817403
CA-2015-102848,2015-11-07,2015-11-09,Second Class,KB-16240,Karen Bern,Corporate,United States,Los Angeles,California,90036,West,FUR-CH-10000595,Safco Contoured Stacking Chairs,Furniture,Chairs,190.72,1,0.2,11.92,11.903831999999992,18.806332611817403
CA-2016-134516,2016-09-20,2016-09-25,Standard Class,FM-14215,Filia McAdams,Corporate,United States,Middletown,Connecticut,6457,East,FUR-CH-10002880,"Global High-Back Leather Tilter, Burgundy",Furniture,Chairs,98.392,1,0.2,-11.0691,-5.741086000000005,1.1509985423112905
CA-2016-134516,2016-09-20,2016-09-25,Standard Class,FM-14215,Filia McAdams,Corporate,United States,Greensboro,North Carolina,27405,South,FUR-CH-10002880,"Global High-Back Leather Tilter, Burgundy",Furniture,Chairs,98.392,1,0.2,-11.0691,-5.741086000000005,1.1509985423112905
CA-2016-134516,2016-09-20,2016-09-25,Standard Class,FM-14215,Filia McAdams,Corporate,United States,Dublin,Ohio,43017,East,FUR-CH-10002880,"Global High-Back Leather Tilter, Burgundy",Furniture,Chairs,98.392,1,0.2,-11.0691,-5.741086000000005,1.1509985423112905
CA-2015-102778,2015-11-21,2015-11-24,First Class,JH-15820,John Huston,Consumer,United States,Monroe,North Carolina,28110,South,FUR-FU-10000087,"Executive Impressions 14"" Two-Color Numerals Wall Clock",Furniture,Furnishings,18.176,1,0.2,4.7712,3.8142370000000017,21.625357201445
US-2015-144771,2015-10-02,2015-10-04,First Class,CK-12205,Chloris Kastensmidt,Consumer,United States,Apopka,Florida,32712,South,FUR-FU-10000629,9-3/4 Diameter Round Wall Clock,Furniture,Furnishings,11.032,1,0.2,3.0338,2.913939000000003,20.300664330457316
US-2015-144771,2015-10-02,2015-10-04,First Class,CK-12205,Chloris Kastensmidt,Consumer,United States,Columbus,Ohio,43229,East,FUR-FU-10000629,9-3/4 Diameter Round Wall Clock,Furniture,Furnishings,11.032,1,0.2,3.0338,2.913939000000003,20.300664330457316
US-2015-144771,2015-10-02,2015-10-04,First Class,CK-12205,Chloris Kastensmidt,Consumer,United States,Hillsboro,Oregon,97123,West,FUR-FU-10000629,9-3/4 Diameter Round Wall Clock,Furniture,Furnishings,11.032,1,0.2,3.0338,2.913939000000003,20.300664330457316
CA-2017-123491,2017-10-30,2017-11-05,Standard Class,JK-15205,Jamie Kunitz,Consumer,United States,Marion,Ohio,43302,East,FUR-CH-10003061,"Global Leather Task Chair, Black",Furniture,Chairs,71.992,1,0.2,-0.8999,-0.8296916666666675,12.845320071696074
CA-2017-123491,2017-10-30,2017-11-05,Standard Class,JK-15205,Jamie Kunitz,Consumer,United States,San Francisco,California,94122,West,FUR-CH-10003061,"Global Leather Task Chair, Black",Furniture,Chairs,71.992,1,0.2,-0.8999,-0.8296916666666675,12.845320071696074
CA-2015-122756,2015-12-03,2015-12-07,Standard Class,DK-13225,Dean Katz,Corporate,United States,New York City,New York,10011,East,FUR-FU-10001935,3M Hangers With Command Adhesive,Furniture,Furnishings,2.96,1,0.2,0.777,0.7686720000000007,18.510181792017697
CA-2015-122756,2015-12-03,2015-12-07,Standard Class,DK-13225,Dean Katz,Corporate,United States,Philadelphia,Pennsylvania,19140,East,FUR-FU-10001935,3M Hangers With Command Adhesive,Furniture,Furnishings,2.96,1,0.2,0.777,0.7686720000000007,18.510181792017697
CA-2015-122756,2015-12-03,2015-12-07,Standard Class,DK-13225,Dean Katz,Corporate,United States,San Francisco,California,94109,West,FUR-FU-10001935,3M Hangers With Command Adhesive,Furniture,Furnishings,2.96,1,0.2,0.777,0.7686720000000007,18.510181792017697
CA-2015-132486,2015-10-23,2015-10-27,Second Class,JF-15355,Jay Fein,Consumer,United States,Pasadena,California,91104,West,FUR-CH-10004495,"Global Leather and Oak Executive Chair, Black",Furniture,Chairs,240.784,1,0.2,27.0882,26.09646399999997,31.0823476024568
CA-2015-132486,2015-10-23,2015-10-27,Second Class,JF-15355,Jay Fein,Consumer,United States,San Diego,California,92105,West,FUR-CH-10004495,"Global Leather and Oak Executive Chair, Black",Furniture,Chairs,240.784,1,0.2,27.0882,26.09646399999997,31.0823476024568
CA-2014-144974,2014-09-26,2014-09-30,Standard Class,CM-12715,Craig Molinari,Corporate,United States,Philadelphia,Pennsylvania,19140,East,FUR-FU-10001095,DAX Black Cherry Wood-Tone Poster Frame,Furniture,Furnishings,21.184,1,0.2,4.7664,4.405523999999992,21.446785778702978
CA-2014-144974,2014-09-26,2014-09-30,Standard Class,CM-12715,Craig Molinari,Corporate,United States,Houston,Texas,77070,Central,FUR-FU-10001095,DAX Black Cherry Wood-Tone Poster Frame,Furniture,Furnishings,21.184,1,0.2,4.7664,4.405523999999992,21.446785778702978
